"Tempo (s)","Vazao no nucleo (%)","Temperatura na perna quente (C)","Temperatura na perna fria (C)","Vazao no nucleo (kg/s)","Nivel no gerador de vapor - Faixa larga (%)","Nivel no gerador de vapor - Faixa estreita (%)","Pressao no gerador de vapor (Mpa)","Vazao de agua de alimentacao (kg/s)","Vazao de vapor (kg/s)","Vazao no circuito primario (kg/s)","Pressao no sistema primario (Mpa)","Potencia Termica (%)","Potencia Nuclear (%)","Margem de sub-resfriamento (C)","Nivel do pressurizador (%)","Temperatura media no primario (C)","acidente"
"0","105.223","324.465","291.456","50418.4","50","62.5153","6.8948","527.767","527.767","105.223","15.8","100","100","21.862","59.1491","307.959","blackout"
"1","105.39","324.463","291.457","50418.3","50.0078","62.5169","6.89413","527.89","528.396","105.39","15.7999","100.005","100.005","21.8967","59.1357","307.942","blackout"
"2","99.4508","325.009","291.5","50044.8","49.0423","62.2777","6.94732","34.5845","354.461","99.4663","15.4866","11.9731","11.9757","30.3013","54.6116","303.144","blackout"
"3","92.9815","324.302","291.91","49535","45.487","61.7591","7.18567","34.0993","152.994","93.0863","15.153","10.2247","10.2257","38.5294","49.9259","298.083","blackout"
"4","87.1439","320.759","292.337","49044.1","39.7598","61.2484","7.41172","33.5098","210.368","87.3292","14.9126","9.05521","9.05586","41.9348","46.6158","295.654","blackout"
"5","81.9561","316.315","292.692","48593.8","34.8187","60.8078","7.52939","33.2219","120.206","82.1691","14.7608","8.18622","8.18665","43.4224","44.5467","294.457","blackout"
"6","77.349","312.096","292.93","48191.6","29.3472","60.3384","7.6311","32.9721","98.3528","77.5427","14.6627","7.50685","7.50716","44.0639","43.2138","293.868","blackout"
"7","73.2299","308.508","293.101","47844.3","23.8022","59.8971","7.72362","32.781","52.4708","73.3858","14.5993","6.96144","6.96165","44.3227","42.3478","293.606","blackout"
"8","69.5197","305.593","293.256","47552.9","18.4795","59.518","7.77403","32.6529","27.3939","69.6409","14.5618","6.51663","6.5168","44.3995","41.8273","293.531","blackout"
"9","66.1596","303.276","293.414","47310.5","13.5314","59.1576","7.81183","32.5522","68.2616","66.2537","14.5387","6.14981","6.14994","44.3697","41.4965","293.566","blackout"
"10","63.1044","301.449","293.565","47189.2","8.97426","58.7984","7.82673","32.5302","15.645","63.1782","14.5259","5.84446","5.84456","44.2886","41.3011","293.668","blackout"
"11","60.319","300.06","293.689","47157.4","4.0336","58.3093","7.8421","32.4943","-9.41872","60.3758","14.5206","5.58809","5.58816","44.1746","41.2048","293.807","blackout"
"12","57.7686","298.992","293.789","47125.8","0.552878","57.8674","7.86921","32.4322","25.3094","57.8116","14.5192","5.37104","5.3711","44.0411","41.1593","293.966","blackout"
"13","55.4223","298.179","293.88","47094.9","0.70154","57.4781","7.86896","32.4357","1.46464","55.4568","14.5216","5.18578","5.18582","43.9051","41.1653","294.133","blackout"
"14","53.2591","297.607","293.959","47064.6","0.705604","52.1","7.86941","32.4263","0.75943","53.2871","14.5301","5.02636","5.0264","43.777","41.19","294.3","blackout"
"15","51.2592","297.225","294.022","47035","0.713565","47.5297","7.88818","32.3966","8.9994","51.2812","14.5414","4.88813","4.88817","43.6668","41.223","294.465","blackout"
"16","49.4037","296.979","294.077","47006.3","0.718308","46.8936","7.88797","32.3954","-7.68558","49.4212","14.5567","4.76737","4.76739","43.5775","41.2679","294.624","blackout"
"17","47.6774","296.831","294.126","46978.5","0.723101","47.3437","7.88833","32.3838","9.24586","47.6918","14.5732","4.6611","4.66113","43.4926","41.316","294.774","blackout"
"18","46.0676","296.754","294.168","46951.6","0.726135","47.7631","7.90205","32.37","2.50068","46.0792","14.5901","4.56695","4.56697","43.4202","41.365","294.917","blackout"
"19","44.5629","296.727","294.206","46925.8","0.731263","48.2433","7.90294","32.3641","-10.4109","44.5722","14.6092","4.48298","4.48299","43.3624","41.4205","295.051","blackout"
"20","43.1528","296.738","294.242","46901.2","0.739182","48.7094","7.90748","32.345","13.3258","43.1605","14.628","4.40763","4.40764","43.3051","41.4747","295.177","blackout"
"21","41.8288","296.776","294.277","46877.8","0.740389","49.1304","7.91891","32.3369","-0.634464","41.8351","14.6467","4.33961","4.33963","43.2608","41.5288","295.296","blackout"
"22","40.5835","296.833","294.31","46855.6","0.746917","49.5968","7.92106","32.3264","-9.43206","40.5886","14.6672","4.27788","4.27788","43.2258","41.5877","295.409","blackout"
"23","39.4096","296.905","294.343","46834.8","0.753956","50.0367","7.92978","32.3013","14.6993","39.414","14.6871","4.22155","4.22156","43.1916","41.6451","295.515","blackout"
"24","38.3012","296.986","294.379","46815.5","0.758339","50.438","7.93991","32.2948","-2.05702","38.3047","14.708","4.1699","4.1699","43.173","41.7047","295.617","blackout"
"25","37.2532","297.074","294.417","46797.8","0.766342","50.8783","7.94386","32.2799","-7.82726","37.256","14.73","4.12232","4.12232","43.1595","41.7677","295.714","blackout"
"26","36.2603","297.166","294.456","46781.7","0.774722","51.2939","7.95584","32.2501","14.5234","36.2625","14.751","4.0783","4.07831","43.1447","41.8275","295.807","blackout"
"27","35.3182","297.262","294.5","46767.3","0.780957","51.6733","7.96712","32.2406","-1.66508","35.3201","14.7726","4.0374","4.03741","43.1418","41.8891","295.897","blackout"
"28","34.4238","297.359","294.545","46754.8","0.790619","52.0751","7.97251","32.2221","-5.4987","34.4254","14.7963","3.99925","3.99925","43.1444","41.9561","295.985","blackout"
"29","33.5729","297.457","294.593","46744.3","0.79977","52.4459","7.98626","32.1897","13.4228","33.5742","14.819","3.96354","3.96354","43.1454","42.0205","296.071","blackout"
"30","32.7623","297.555","294.645","46735.8","0.808041","52.7841","7.99946","32.1758","0.273007","32.7634","14.8425","3.92999","3.92999","43.1599","42.0866","296.156","blackout"
"31","31.9902","297.654","294.7","46729.5","0.81844","53.132","8.00594","32.1562","-4.13768","31.991","14.8689","3.89836","3.89836","43.1813","42.1608","296.241","blackout"
"32","31.2522","297.751","294.758","46725.4","0.828513","53.4445","8.02132","32.1208","12.8633","31.2529","14.8918","3.86846","3.86845","43.1938","42.2251","296.324","blackout"
"33","30.5481","297.849","294.816","46723.5","0.833491","53.7128","8.03568","32.1035","3.96785","30.5486","14.9174","3.8401","3.8401","43.213","42.2965","296.407","blackout"
"34","29.8741","297.945","294.877","46723.9","0.839365","53.9775","8.0432","32.0831","-5.0138","29.8742","14.9416","3.81314","3.81313","43.2328","42.3639","296.489","blackout"
"35","29.2296","298.041","294.936","46726.8","0.850293","54.2181","8.05821","32.0451","12.644","29.2293","14.9658","3.78744","3.78743","43.2485","42.4311","296.571","blackout"
"36","28.6122","298.135","294.996","46731.9","0.872089","54.4181","8.07562","32.0235","7.21207","28.6114","14.9896","3.76287","3.76287","43.2646","42.497","296.653","blackout"
"37","28.0203","298.229","295.057","46739.5","0.882086","54.6071","8.08233","32.0074","-5.34477","28.0194","15.0144","3.73934","3.73933","43.2847","42.5656","296.736","blackout"
"38","27.4522","298.323","295.118","46749.6","0.891782","54.7821","8.09342","31.9739","8.26337","27.4512","15.0394","3.71675","3.71675","43.3036","42.6342","296.818","blackout"
"39","26.9062","298.415","295.181","46762","0.903891","54.9178","8.11134","31.9483","12.4314","26.9052","15.0644","3.69503","3.69502","43.326","42.7029","296.9","blackout"
"40","26.3816","298.508","295.245","46776.7","0.910545","55.0298","8.11748","31.941","-4.003","26.3805","15.0901","3.6741","3.67409","43.3505","42.7733","296.983","blackout"
"41","25.877","298.6","295.309","46793.8","0.921548","55.146","8.12264","31.9172","0.781567","25.876","15.1157","3.65389","3.65389","43.3731","42.8431","297.065","blackout"
"42","25.3911","298.691","295.373","46813","0.9294","55.2301","8.13698","31.8894","14.6205","25.3899","15.1406","3.63436","3.63436","43.3933","42.9107","297.148","blackout"
"43","24.923","298.782","295.438","46834.2","0.93354","55.2288","8.14529","31.8866","1.98618","24.9219","15.1656","3.61545","3.61545","43.4164","42.9785","297.231","blackout"
"44","24.4722","298.873","295.502","46857.4","0.938107","55.2974","8.14452","31.8794","-6.03041","24.471","15.1906","3.59711","3.59711","43.4363","43.046","297.314","blackout"
"45","24.0373","298.963","295.565","46882.5","0.947869","55.3615","8.15017","31.8572","8.31182","24.0361","15.2148","3.57931","3.5793","43.452","43.1113","297.396","blackout"
"46","23.6175","299.052","295.626","46909.1","0.948909","55.4122","8.1606","31.8484","10.7658","23.6163","15.2375","3.56201","3.56201","43.4649","43.1724","297.478","blackout"
"47","23.2126","299.142","295.685","46937.2","0.947576","55.4565","8.15895","31.8575","-5.1931","23.2114","15.2599","3.54518","3.54517","43.4745","43.2324","297.559","blackout"
"48","22.8217","299.231","295.741","46966.7","0.950585","55.4995","8.15482","31.851","-3.75935","22.82","15.2802","3.52878","3.52877","43.4778","43.2865","297.64","blackout"
"49","22.4439","299.318","295.794","46997.3","0.954389","55.5379","8.16121","31.8357","10.6622","22.4413","15.293","3.5128","3.51279","43.4438","43.3208","297.719","blackout"
"50","22.0779","299.404","295.843","47028.8","0.953526","55.5719","8.16711","31.8405","3.93288","22.0768","15.3038","3.49721","3.49721","43.3997","43.3497","297.795","blackout"
"51","21.7234","299.49","295.884","47060.6","0.951062","55.5595","8.16068","31.8499","-9.60915","21.725","15.3121","3.48198","3.48198","43.3413","43.3716","297.87","blackout"
"52","21.3825","299.575","295.915","47092.5","0.957012","55.5891","8.16012","31.8365","1.10324","21.3856","15.3194","3.46711","3.4671","43.278","43.3911","297.943","blackout"
"53","21.0537","299.66","295.937","47124.3","0.958797","55.6168","8.16867","31.8259","12.4348","21.0576","15.3261","3.45256","3.45256","43.2126","43.4089","298.014","blackout"
"54","20.7359","299.745","295.95","47156.2","0.955076","55.6427","8.16966","31.8387","-2.99961","20.7403","15.3325","3.43833","3.43833","43.1465","43.4259","298.083","blackout"
"55","20.4284","299.829","295.957","47188","0.955721","55.669","8.16294","31.8394","-8.76797","20.4332","15.3386","3.4244","3.4244","43.08","43.4421","298.149","blackout"
"56","20.1307","299.913","295.957","47219.8","0.963079","55.6966","8.1664","31.8228","7.54925","20.1356","15.3442","3.41076","3.41075","43.0125","43.4568","298.213","blackout"
"57","19.842","299.996","295.952","47251.6","0.961479","55.722","8.17532","31.8201","9.87792","19.8471","15.3494","3.39739","3.39738","42.9451","43.4706","298.275","blackout"
"58","19.5622","300.079","295.943","47283.5","0.957607","55.7466","8.17093","31.8351","-8.83702","19.5674","15.3543","3.38429","3.38429","42.8786","43.4837","298.334","blackout"
"59","19.2906","300.161","295.929","47315.3","0.961554","55.7728","8.16661","31.8262","-4.50841","19.2959","15.359","3.37144","3.37143","42.812","43.496","298.391","blackout"
"60","19.0263","300.242","295.913","47347.1","0.965333","55.7986","8.17408","31.81","12.6927","19.0316","15.3632","3.35883","3.35883","42.7454","43.5072","298.444","blackout"
"0","105.223","324.465","291.456","50418.4","50","62.5153","6.8948","527.767","527.767","105.223","15.8","100","100","21.862","59.1491","307.959","blacksem"
"1","105.39","324.463","291.457","50418.3","50.0078","62.5169","6.89413","527.89","528.396","105.39","15.7999","100.005","100.005","21.8967","59.1357","307.942","blacksem"
"2","99.3379","324.459","291.457","50044.9","49.0335","62.2759","6.94051","34.5896","348.83","99.3382","15.8079","100.267","100.266","21.8698","59.1426","307.958","blacksem"
"3","92.8463","324.524","291.428","49540.4","45.2234","61.7322","7.15987","34.1587","85.4108","92.8456","15.896","99.6296","99.6287","21.3225","59.3538","308.378","blacksem"
"4","87.0989","324.846","291.493","49066.2","38.7637","61.2007","7.4297","33.5095","75.9884","87.09","16.1993","99.1015","99.1002","20.986","60.0673","309.19","blacksem"
"5","81.9944","325.506","291.798","48646.1","32.5094","60.7533","7.63455","33.0422","5.46043","81.9643","16.6566","98.3041","98.3024","21.2003","61.2509","310.247","blacksem"
"6","77.4181","326.442","292.287","48280.8","26.5129","60.3498","7.83455","32.5894","21.6855","77.363","16.944","96.9351","96.9346","20.8495","62.886","311.393","blacksem"
"7","73.283","327.581","292.812","47967.7","20.8847","59.9593","8.01619","32.2147","-22.8019","73.1991","17.0488","95.722","95.7217","19.0641","64.8737","312.646","blacksem"
"8","69.5343","328.892","293.39","47704.7","15.5299","59.6183","8.17156","31.8849","-62.2984","69.4255","17.0353","94.1798","94.1801","16.6845","67.1933","313.934","blacksem"
"9","66.1319","330.351","294.075","47618.6","10.4718","59.2808","8.35202","31.543","-29.8531","66.0068","17.0546","92.9419","92.9418","14.6031","69.5661","315.216","blacksem"
"10","63.0402","331.909","294.805","47580.7","5.62671","58.8123","8.50218","31.2751","-52.1324","62.9015","17.1035","91.5612","91.561","12.7995","71.9654","316.485","blacksem"
"11","60.1994","333.497","295.509","47541.7","0.991378","58.3763","8.6537","30.9878","-37.6948","60.0594","16.9572","89.8882","89.8885","10.0057","74.6062","317.722","blacksem"
"12","57.6217","335.131","296.247","47501.8","1.05255","57.9532","8.7942","30.734","-28.6227","57.4689","17.0424","88.4808","88.4807","8.51685","77.034","318.943","blacksem"
"13","55.2706","336.763","296.932","47461.1","1.49851","54.7245","8.83686","30.6955","-142.145","55.0914","16.9381","86.8324","86.8329","7.22644","79.6731","320.218","blacksem"
"14","53.104","338.38","297.616","47419.5","1.5228","48.7611","8.87865","30.648","-43.2857","52.9107","17.0846","85.53","85.5299","5.52112","81.6829","321.309","blacksem"
"15","51.0976","339.951","298.208","47376.1","1.51066","50.1041","8.84671","30.6717","0","50.9136","16.8378","84.0318","84.0321","3.06329","83.7443","322.331","blacksem"
"16","49.2791","341.494","298.878","47236.8","1.50468","53.1992","8.85028","30.6834","0","49.1001","16.856","82.5824","82.583","3.21912","85.5384","323.178","blacksem"
"17","47.588","342.939","299.321","47036.8","1.49516","53.1243","8.83942","30.7021","0","47.4161","16.8161","81.1092","81.1104","1.87054","87.2182","324.087","blacksem"
"18","46.019","344.303","299.678","46822.2","1.48928","52.5155","8.83172","30.7136","0","45.8571","16.9777","79.5693","79.5711","0.419556","88.5877","324.951","blacksem"
"19","44.4791","345.584","299.975","46601.5","1.50107","51.9142","8.82885","30.6905","0","44.3459","17.0098","89.234","89.1704","-0.764587","90.7011","325.554","blacksem"
"20","42.7221","346.874","300.23","46396.7","1.54733","47.9702","8.76929","30.5737","515","42.6624","17.0106","97.9675","97.9054","-0.745972","97.3587","325.95","blacksem"
"21","40.7419","348.247","300.337","46216","1.51142","48.3809","8.83474","30.6702","0","40.773","17.1801","95.9095","95.8286","-0.712769","99.7308","326.457","blacksem"
"22","39.604","349.773","300.49","46037.9","1.53185","45.1903","8.78669","30.5867","515","39.5232","17.6673","107.844","107.071","-0.626099","100","327.542","blacksem"
"23","38.6027","351.261","300.764","45884.7","1.51383","46.7854","8.8705","30.6655","0","38.5106","18.2137","126.094","125.898","-0.547363","100","328.798","blacksem"
"24","37.7204","352.901","301.048","45692.2","1.55378","47.542","8.81293","30.5468","515","37.6447","18.5902","107.156","106.998","-0.519043","100","330.013","blacksem"
"25","37.0534","354.532","301.288","45460.9","1.57572","46.6221","8.83711","30.5072","515","36.9914","18.9085","102.207","102.087","-0.541077","100","330.955","blacksem"
"26","36.3986","356.041","301.513","45216.5","1.55425","48.8015","8.80548","30.5869","515","36.3436","19.1617","95.5901","95.509","-0.589478","100","331.72","blacksem"
"27","35.7109","357.415","301.701","44942.6","1.51385","49.7277","8.87272","30.6655","0","35.676","19.398","88.3657","88.282","-0.659668","100","332.421","blacksem"
"28","34.9902","358.644","301.866","44653.1","1.55039","46.9349","8.83158","30.5492","515","34.9743","19.4652","84.9948","84.9581","-0.690613","100","332.746","blacksem"
"29","34.3008","359.72","301.993","44364.9","1.53389","47.6303","8.87719","30.6264","0","34.2745","19.533","80.8193","80.7951","-0.74585","100","333.173","blacksem"
"30","33.5769","360.642","302.128","44086.6","1.56819","45.3407","8.84724","30.5124","515","33.5755","19.6234","78.5519","78.5327","-0.824707","100","333.664","blacksem"
"31","32.8405","361.547","302.238","43804.8","1.55121","46.159","8.80479","30.5928","515","32.8533","19.7299","77.4624","77.4443","-0.820313","100","333.742","blacksem"
"32","32.1626","362.333","302.344","43517","1.50918","46.5635","8.87424","30.6746","0","32.1826","19.7227","76.6542","76.635","-0.868103","100","334.038","blacksem"
"33","31.4955","363.037","302.434","43223","1.54801","43.7442","8.83708","30.5541","515","31.5275","19.7846","75.4035","75.3832","-0.926025","100","334.353","blacksem"
"34","30.9032","363.709","302.504","42937.6","1.5262","44.3934","8.86558","30.6414","0","30.9297","19.8675","75.2463","75.2065","-0.95636","100","334.542","blacksem"
"35","30.4177","364.334","302.612","42683.4","1.53783","42.735","8.88509","30.6187","0","30.4345","19.9149","75.9043","75.8723","-0.969727","100","334.66","blacksem"
"36","29.9024","364.9","302.729","42437.9","1.55828","41.3313","8.83532","30.5401","515","29.9232","19.9614","74.5063","74.4736","-1.01678","100","334.897","blacksem"
"37","29.4003","365.452","302.83","42174.2","1.53806","42.5581","8.88446","30.6183","0","29.4146","19.9969","73.9058","73.8712","-1.03729","100","335.037","blacksem"
"38","28.9035","365.977","302.926","41911.6","1.55592","40.6364","8.83201","30.5448","515","28.9277","20.0247","72.6968","72.6619","-1.06561","100","335.196","blacksem"
"39","28.4449","366.454","303.01","41642.8","1.53378","41.6599","8.8795","30.6266","0","28.464","20.0502","72.3394","72.3014","-1.08191","100","335.311","blacksem"
"40","27.9873","366.929","303.081","41379.2","1.5499","39.7636","8.82451","30.5563","515","28.021","20.0663","71.5143","71.4777","-1.09552","100","335.42","blacksem"
"41","27.5578","367.347","303.149","41128.7","1.51452","41.3068","8.86343","30.6642","0","27.5977","20.0878","70.5037","70.4656","-1.1131","100","335.536","blacksem"
"42","26.3952","367.43","303.212","40872.2","1.54557","39.7033","8.79657","30.6037","515","26.3754","20.0938","69.7842","69.7471","-1.12213","100","335.625","blacksem"
"43","25.6327","367.521","303.26","40611.4","1.5574","37.9748","8.81909","30.5473","515","25.5863","20.1113","68.1309","68.0921","-1.13611","100","335.728","blacksem"
"44","25.1058","367.642","303.297","40382","1.56295","37.1078","8.82413","30.5374","515","25.0523","20.14","68.5431","68.4941","-1.15472","100","335.842","blacksem"
"45","24.6627","367.765","303.332","40170.1","1.56646","36.6564","8.82715","30.5308","515","24.6082","20.1736","67.8234","67.774","-1.17413","100","335.955","blacksem"
"46","24.2646","367.946","303.367","39964.4","1.56799","36.3592","8.82815","30.5279","515","24.2103","20.2009","65.8829","65.8326","-1.20313","100","336.095","blacksem"
"47","23.894","368.057","303.408","39760.3","1.56824","36.1143","8.82793","30.5275","515","23.8401","20.2182","64.6264","64.5845","-1.22107","100","336.193","blacksem"
"48","23.5341","368.136","303.449","39556.1","1.56744","35.887","8.82681","30.5291","515","23.4812","20.2275","62.3199","62.2851","-1.23407","100","336.276","blacksem"
"49","23.1905","368.163","303.486","39351.3","1.56584","35.6653","8.82443","30.5324","515","23.1384","20.2391","61.7749","61.739","-1.2384","100","336.334","blacksem"
"50","22.8631","368.214","303.516","39146","1.56326","35.4463","8.82112","30.5374","515","22.8112","20.2403","60.2432","60.2099","-1.24695","100","336.402","blacksem"
"51","22.5458","368.196","303.548","38940","1.56006","35.23","8.81745","30.5435","515","22.4938","20.2325","58.9723","58.9441","-1.24402","100","336.432","blacksem"
"52","22.2361","368.132","303.576","38733.4","1.55637","35.0159","8.81302","30.5508","515","22.1839","20.2233","57.9189","57.8933","-1.23328","100","336.436","blacksem"
"53","21.9352","368.077","303.596","38526.2","1.55192","34.803","8.80776","30.5593","515","21.8824","20.2026","56.1074","56.0856","-1.22437","100","336.446","blacksem"
"54","21.6414","367.952","303.624","38318.5","1.54653","34.5916","8.80151","30.5698","515","21.5877","20.1751","55.2669","55.2475","-1.20392","100","336.42","blacksem"
"55","21.3556","367.836","303.643","38110.3","1.54137","34.3869","8.79507","30.5798","515","21.3006","20.1528","54.2739","54.2554","-1.18549","100","336.396","blacksem"
"56","21.0789","367.671","303.664","37901.6","1.53481","34.1793","8.78776","30.5925","515","21.0219","20.116","53.211","53.1954","-1.15924","100","336.35","blacksem"
"57","20.8075","367.466","303.682","37692.4","1.52816","33.9774","8.78033","30.6056","515","20.7483","20.0786","52.2667","52.2529","-1.12756","100","336.281","blacksem"
"58","20.5445","367.28","303.698","37482.7","1.52104","33.7758","8.87033","30.6195","0","20.4828","20.0338","50.778","50.7672","-1.09937","100","336.223","blacksem"
"59","20.2883","367.044","303.719","37314.5","1.50954","34.7086","8.84558","30.6739","0","20.2245","19.9935","50.0597","50.0493","-1.06464","100","336.144","blacksem"
"60","20.0392","366.811","303.742","37114.2","1.50004","34.6761","8.83492","30.6925","0","19.973","19.9415","49.12","49.1115","-1.03119","100","336.062","blacksem"
"0","105.223","324.465","291.456","50418.4","50","62.5153","6.8948","527.767","527.767","105.223","15.8","100","100","21.862","59.1491","307.959","loca"
"1","105.39","324.463","291.457","50418.3","50.0078","62.5169","6.89413","527.89","528.396","105.39","15.7999","100.005","100.005","21.8967","59.1357","307.942","loca"
"2","105.388","324.647","291.469","50418.3","50.0159","62.518","6.89596","527.789","529.248","105.391","15.7576","99.9368","99.9363","21.7303","58.5188","307.939","loca"
"3","105.365","324.865","291.53","50416.5","50.0577","62.5224","6.90081","526.966","534.549","105.381","15.7156","99.8489","99.8485","21.4976","57.9066","307.946","loca"
"4","105.34","324.981","291.608","50411.8","50.1443","62.5266","6.90465","526.482","538.643","105.37","15.673","99.7784","99.778","21.2803","57.286","307.945","loca"
"5","105.315","325.04","291.685","50404.2","50.2425","62.5292","6.90742","526.341","541.096","105.359","15.6297","99.3793","99.3796","21.0641","56.658","307.945","loca"
"6","105.293","325.069","291.753","50393.9","50.3262","62.5295","6.90968","526.366","542.378","105.349","15.5861","99.3468","99.347","20.866","56.0274","307.935","loca"
"7","105.272","325.075","291.81","50381.4","50.384","62.5277","6.91156","526.462","543.158","105.339","15.5426","99.3225","99.3228","20.6533","55.3996","307.933","loca"
"8","105.254","325.069","291.857","50367","50.4153","62.5242","6.91309","526.625","543.595","105.329","15.4989","98.9643","98.9652","20.4324","54.7724","307.935","loca"
"9","105.239","325.061","291.893","50351.4","50.4227","62.5193","6.91433","526.849","543.813","105.319","15.4553","98.9673","98.9681","20.2269","54.1484","307.929","loca"
"10","105.226","325.041","291.921","50334.9","50.4102","62.5133","6.91525","527.125","543.865","105.31","15.4119","98.9726","98.9732","20.0068","53.5302","307.931","loca"
"11","105.213","325.026","291.942","50317.9","50.3817","62.5066","6.91597","527.452","543.844","105.3","15.3688","98.9764","98.9769","19.7803","52.9171","307.936","loca"
"12","105.202","325.01","291.958","50300.7","50.3416","62.4995","6.91652","527.819","543.787","105.291","15.326","98.9796","98.98","19.5508","52.3116","307.943","loca"
"13","105.192","325","291.968","50283.6","50.2931","62.4921","6.91691","528.235","543.655","105.283","15.2838","98.9814","98.9818","19.3206","51.711","307.951","loca"
"14","105.184","324.995","291.976","50266.7","50.2388","62.4846","6.91724","528.679","543.535","105.275","15.2421","98.993","98.9927","19.1233","51.1031","307.943","loca"
"15","105.175","324.99","291.983","50250.3","50.182","62.4774","6.91761","529.127","543.541","105.267","15.2005","98.9551","98.9548","18.9124","50.4983","307.941","loca"
"16","105.167","324.979","291.988","50234.3","50.1247","62.4702","6.91784","529.621","543.506","105.26","15.159","98.9244","98.9242","18.694","49.8973","307.943","loca"
"17","105.159","324.971","291.992","50218.8","50.0676","62.4634","6.91797","530.153","543.465","105.252","15.1175","98.8987","98.8985","18.4738","49.2993","307.945","loca"
"18","105.151","324.965","291.996","50204","50.0114","62.4569","6.91804","530.715","543.413","105.245","15.0763","98.8765","98.8764","18.2516","48.7065","307.949","loca"
"19","105.144","324.957","291.997","50189.9","49.9565","62.4507","6.918","531.308","543.334","105.237","15.0351","98.8585","98.8584","18.029","48.1158","307.951","loca"
"20","105.136","324.951","291.997","50176.5","49.9031","62.4449","6.91793","531.919","543.257","105.23","14.9941","98.8432","98.8431","17.8058","47.5297","307.954","loca"
"21","105.13","324.947","291.997","50163.9","49.852","62.4396","6.91781","532.551","543.145","105.224","14.9528","98.8612","98.8605","17.599","46.9416","307.947","loca"
"22","105.123","324.94","291.996","50152.2","49.8035","62.4348","6.91767","533.187","543.068","105.217","14.9111","98.8055","98.8049","17.3915","46.351","307.94","loca"
"23","105.116","324.932","291.996","50141.2","49.7581","62.4304","6.91752","533.832","543.037","105.211","14.8695","98.7607","98.7602","17.1767","45.7637","307.936","loca"
"24","105.11","324.918","291.995","50131.1","49.7159","62.4265","6.91721","534.504","542.964","105.205","14.8282","98.7254","98.725","16.9556","45.1812","307.934","loca"
"25","105.103","324.907","291.992","50121.9","49.6767","62.4232","6.91681","535.197","542.868","105.198","14.787","98.6962","98.6959","16.7341","44.6026","307.933","loca"
"26","105.097","324.892","291.988","50113.6","49.6403","62.4203","6.91625","535.912","542.683","105.192","14.746","98.674","98.6737","16.5104","44.0297","307.933","loca"
"27","105.091","324.879","291.982","50106.4","49.6064","62.4179","6.91563","536.629","542.475","105.186","14.7051","98.6559","98.6556","16.286","43.4591","307.933","loca"
"28","105.086","324.872","291.975","50100","49.5755","62.4161","6.91502","537.333","542.326","105.18","14.6643","98.641","98.6409","16.0635","42.8917","307.931","loca"
"29","105.08","324.866","291.969","50094.7","49.5484","62.415","6.91441","538.023","542.216","105.174","14.6235","98.6293","98.6291","15.8411","42.327","307.929","loca"
"30","105.075","324.862","291.963","50090.3","49.5256","62.4144","6.91381","538.698","542.127","105.169","14.5826","98.6195","98.6194","15.6191","41.7628","307.927","loca"
"31","105.069","324.857","291.957","50086.8","49.5071","62.4143","6.91323","539.351","542.085","105.163","14.5417","98.612","98.6119","15.3966","41.2012","307.924","loca"
"32","105.063","324.849","291.951","50084.2","49.4928","62.4148","6.91258","539.997","542.014","105.157","14.5011","98.6069","98.6068","15.1733","40.6447","307.921","loca"
"33","105.058","324.838","291.944","50082.4","49.4816","62.4157","6.91186","540.638","541.873","105.152","14.4605","98.6036","98.6035","14.9496","40.0909","307.919","loca"
"34","105.053","324.832","291.936","50081.5","49.473","62.4171","6.91113","541.262","541.723","105.147","14.42","98.6013","98.6012","14.7266","39.5387","307.916","loca"
"35","105.047","324.826","291.929","50081.4","49.4675","62.4189","6.91043","541.852","541.629","105.141","14.3794","98.6003","98.6002","14.5038","38.9893","307.912","loca"
"36","105.042","324.818","291.921","50082.1","49.4652","62.4212","6.90971","542.42","541.525","105.136","14.3389","98.6001","98.6","14.28","38.4427","307.909","loca"
"37","105.037","324.811","291.913","50083.5","49.4658","62.4239","6.90896","542.969","541.411","105.13","14.2985","98.6011","98.601","14.0564","37.8988","307.905","loca"
"38","105.032","324.804","291.905","50085.7","49.4693","62.4269","6.90823","543.486","541.32","105.125","14.2581","98.6021","98.6021","13.8327","37.3576","307.901","loca"
"39","105.027","324.795","291.897","50088.6","49.4756","62.4303","6.90746","543.981","541.205","105.12","14.2178","98.6042","98.6041","13.6085","36.8187","307.898","loca"
"40","105.022","324.788","291.889","50092.1","49.4844","62.4341","6.9067","544.448","541.092","105.115","14.1774","98.6069","98.6069","13.3851","36.2813","307.893","loca"
"41","105.017","324.78","291.881","50096.3","49.4958","62.4381","6.90594","544.88","541.003","105.11","14.1372","98.6101","98.6101","13.1601","35.7483","307.889","loca"
"42","105.012","324.772","291.872","50101.1","49.5094","62.4425","6.90515","545.292","540.887","105.105","14.0969","98.6136","98.6136","12.9355","35.2169","307.885","loca"
"43","105.007","324.764","291.863","50106.5","49.5254","62.4471","6.90438","545.669","540.799","105.099","14.0568","98.6172","98.6172","12.7113","34.6887","307.881","loca"
"44","105.002","324.756","291.855","50112.4","49.5435","62.4519","6.90358","546.02","540.685","105.094","14.0166","98.6213","98.6213","12.486","34.1621","307.876","loca"
"45","104.997","324.746","291.846","50118.8","49.5635","62.457","6.90277","546.337","540.582","105.089","13.9766","98.6264","98.6264","12.2605","33.6398","307.872","loca"
